DOWLKNUM,UTMX,UTMY,LON,LAT,mean.gdd_wtr_10c,ACCESS.avg.ann.gdd,MIROC5.avg.ann.gdd,IPSL.avg.ann.gdd,GFDL.avg.ann.gdd,MRI.avg.ann.gdd
66004700,464438.385,4908886.66,-93.44605236,44.33237362,1914.908216,2035.124401,2073.116235,2024.715696,2053.327434,1917.810004
66005200,465804.6552,4904676.735,-93.42863963,44.2945383,1860.846204,1990.131278,2024.5874,1981.390167,1997.79546,1865.664028
66005500,464843.6461,4913075.283,-93.44125213,44.37010222,1868.471865,2007.285244,2034.624523,1994.831172,2013.965959,1879.561377
66006200,460101.5291,4922468.8,-93.5014911,44.45442205,1981.218874,2109.231566,2142.493693,2091.25954,2117.308568,1984.565302
69000400,590212.2492,5302852.881,-91.79360433,47.87267245,1397.053253,1382.948178,1396.622634,1395.535201,1395.846603,1293.558528
69004400,585278.6068,5257057.132,-91.86850742,47.46137082,1336.578064,1302.952024,1316.85576,1317.578112,1310.714419,1226.490028
69005400,584051.296,5293984.102,-91.8776987,47.79372745,1354.255971,1233.793614,1335.897273,1248.174509,1331.739404,1242.648885
69014300,579822.5965,5236829.54,-91.944523040000007,47.28008184,1442.77011,1356.246653,1373.860765,1372.420147,1362.870746,1276.405758
69025400,568794.6222,5292460.098,-92.08162612,47.78182787,1328.992071,1313.182118,1322.7076280000001,1323.681092,1321.35173,1225.896592
69037100,562252.7743,5193688.56,-92.18277595,46.89381635,1499.914745,1370.879351,1386.594837,1396.391283,1385.83299,1291.464082
69048900,552569.0639,5194141.779,-92.30983635,46.89873141,1482.536645,1383.826267,1397.73652,1402.94397,1391.907558,1293.140016
69074100,525223.2732,5314557.952,-92.66197147,47.98382706,1436.250992,1433.918551,1441.225177,1451.208146,1437.597852,1344.477681
